Season,WTeamID,WTeamName,WKenPom,LTeamID,LteamName,LKenPom,KenPomDiff
2002,1373,Siena,-1.21,1108,Alcorn St,-8.71,7.5
2002,1104,Alabama,18.73,1194,FL Atlantic,-2.5,21.23
2002,1112,Arizona,20.54,1364,Santa Barbara,8.87,11.67
2002,1181,Duke,34.19,1457,Winthrop,-5.31,39.5
2002,1231,Indiana,24.8,1428,Utah,14.08,10.72
2002,1242,Kansas,28.99,1221,Holy Cross,-0.24,29.23
2002,1245,Kent,20.39,1329,Oklahoma St,15.8,4.59
2002,1246,Kentucky,22.21,1434,Valparaiso,13.63,8.58
2002,1281,Missouri,-2.62,1274,Miami FL,15.77,-18.39
2002,1323,Notre Dame,19.27,1150,Charlotte,15.73,3.54
2002,1326,Ohio St,19.76,1172,Davidson,3.7,16.06
2002,1332,Oregon,22.97,1285,Montana,-4.51,27.48
2002,1390,Stanford,20.32,1443,WKU,14.51,5.81
2002,1409,Tulsa,15.59,1266,Marquette,21.47,-5.88
2002,1423,UNC Wilmington,11.32,1425,USC,20.67,-9.35
2002,1448,Wake Forest,17.35,1337,Pepperdine,11.72,5.63
2002,1461,Wyoming,11.01,1211,Gonzaga,18.51,-7.5
2002,1143,California,16.03,1335,Penn,12.23,3.8
2002,1153,Cincinnati,30.19,1131,Boston Univ,-2.74,32.93
2002,1163,Connecticut,19.36,1214,Hampton,3.99,15.37
2002,1166,Creighton,11.82,1196,Florida,24.72,-12.9
2002,1208,Georgia,18.44,1293,Murray St,1.35,17.09
2002,1228,Illinois,23.21,1361,San Diego St,9.29,13.92
2002,1268,Maryland,29.25,1373,Siena,-1.21,30.46
2002,1280,Mississippi St,18.25,1270,McNeese St,5.39,12.86
2002,1301,NC State,19.15,1277,Michigan St,16.86,2.29
2002,1328,Oklahoma,26.04,1227,IL Chicago,3.85,22.19
2002,1338,Pittsburgh,19.94,1148,Central Conn,0.93,19.01
2002,1356,S Illinois,17.49,1403,Texas Tech,17.24,0.25
2002,1400,Texas,17.69,1130,Boston College,9.97,7.72
2002,1417,UCLA,16.34,1279,Mississippi,16.68,-0.34
2002,1458,Wisconsin,13.22,1385,St John's,9.06,4.16
2002,1462,Xavier,18.6,1218,Hawaii,13.15,5.45
2002,1112,Arizona,20.54,1461,Wyoming,11.01,9.53
2002,1181,Duke,34.19,1323,Notre Dame,19.27,14.92
2002,1231,Indiana,24.8,1423,UNC Wilmington,11.32,13.48
2002,1242,Kansas,28.99,1390,Stanford,20.32,8.67
2002,1245,Kent,20.39,1104,Alabama,18.73,1.66
2002,1246,Kentucky,22.21,1409,Tulsa,15.59,6.62
2002,1281,Missouri,-2.62,1326,Ohio St,19.76,-22.38
2002,1332,Oregon,22.97,1448,Wake Forest,17.35,5.62
2002,1163,Connecticut,19.36,1301,NC State,19.15,0.21
2002,1228,Illinois,23.21,1166,Creighton,11.82,11.39
2002,1268,Maryland,29.25,1458,Wisconsin,13.22,16.03
2002,1328,Oklahoma,26.04,1462,Xavier,18.6,7.44
2002,1338,Pittsburgh,19.94,1143,California,16.03,3.91
2002,1356,S Illinois,17.49,1208,Georgia,18.44,-0.95
2002,1400,Texas,17.69,1280,Mississippi St,18.25,-0.56
2002,1417,UCLA,16.34,1153,Cincinnati,30.19,-13.85
2002,1231,Indiana,24.8,1181,Duke,34.19,-9.39
2002,1245,Kent,20.39,1338,Pittsburgh,19.94,0.45
2002,1281,Missouri,-2.62,1417,UCLA,16.34,-18.96
2002,1328,Oklahoma,26.04,1112,Arizona,20.54,5.5
2002,1163,Connecticut,19.36,1356,S Illinois,17.49,1.87
2002,1242,Kansas,28.99,1228,Illinois,23.21,5.78
2002,1268,Maryland,29.25,1246,Kentucky,22.21,7.04
2002,1332,Oregon,22.97,1400,Texas,17.69,5.28
2002,1231,Indiana,24.8,1245,Kent,20.39,4.41
2002,1328,Oklahoma,26.04,1281,Missouri,-2.62,28.66
2002,1242,Kansas,28.99,1332,Oregon,22.97,6.02
2002,1268,Maryland,29.25,1163,Connecticut,19.36,9.89
2002,1231,Indiana,24.8,1328,Oklahoma,26.04,-1.24
2002,1268,Maryland,29.25,1242,Kansas,28.99,0.26
2002,1268,Maryland,29.25,1231,Indiana,24.8,4.45
2003,1421,UNC Asheville,-12.35,1411,TX Southern,-5.31,-7.04
2003,1112,Arizona,26.8,1436,Vermont,1.57,25.23
2003,1113,Arizona St,16.49,1272,Memphis,10,6.49
2003,1141,C Michigan,10.01,1166,Creighton,17.54,-7.53
2003,1143,California,13.59,1301,NC State,13.18,0.41
2003,1163,Connecticut,19.54,1140,BYU,17.68,1.86
2003,1181,Duke,23.75,1161,Colorado St,5.96,17.79
2003,1211,Gonzaga,15.58,1153,Cincinnati,14.69,0.89
2003,1228,Illinois,24.47,1443,WKU,11.75,12.72
2003,1242,Kansas,28.62,1429,Utah St,7.41,21.21
2003,1266,Marquette,21.3,1221,Holy Cross,10.4,10.9
2003,1281,Missouri,17.32,1356,S Illinois,16.72,0.6
2003,1323,Notre Dame,20.31,1454,WI Milwaukee,12.97,7.34
2003,1328,Oklahoma,23.01,1354,S Carolina St,-8.59,31.6
2003,1390,Stanford,14.57,1360,San Diego,8.32,6.25
2003,1409,Tulsa,13.04,1173,Dayton,14.53,-1.49
2003,1458,Wisconsin,22.07,1451,Weber St,8.88,13.19
2003,1120,Auburn,13.63,1386,St Joseph's PA,20.75,-7.12
2003,1139,Butler,16.09,1280,Mississippi St,21.53,-5.44
2003,1196,Florida,22.14,1358,Sam Houston St,0.82,21.32
2003,1231,Indiana,14.48,1104,Alabama,14.6,-0.12
2003,1246,Kentucky,29.18,1237,IUPUI,0,29.18
2003,1257,Louisville,22.75,1122,Austin Peay,2.65,20.1
2003,1268,Maryland,22,1423,UNC Wilmington,14.62,7.38
2003,1277,Michigan St,20.26,1160,Colorado,15.27,4.99
2003,1329,Oklahoma St,17.67,1335,Penn,13.35,4.32
2003,1338,Pittsburgh,28.61,1447,Wagner,-1.16,29.77
2003,1345,Purdue,17.42,1261,LSU,18.15,-0.73
2003,1393,Syracuse,23.28,1264,Manhattan,10.04,13.24
2003,1400,Texas,23.49,1421,UNC Asheville,-12.35,35.84
2003,1428,Utah,14.04,1332,Oregon,14.25,-0.21
2003,1448,Wake Forest,19.87,1190,ETSU,1.75,18.12
2003,1462,Xavier,19.88,1407,Troy,6.15,13.73
2003,1112,Arizona,26.8,1211,Gonzaga,15.58,11.22
2003,1163,Connecticut,19.54,1390,Stanford,14.57,4.97
2003,1181,Duke,23.75,1141,C Michigan,10.01,13.74
2003,1242,Kansas,28.62,1113,Arizona St,16.49,12.13
2003,1266,Marquette,21.3,1281,Missouri,17.32,3.98
2003,1323,Notre Dame,20.31,1228,Illinois,24.47,-4.16
2003,1328,Oklahoma,23.01,1143,California,13.59,9.42
2003,1458,Wisconsin,22.07,1409,Tulsa,13.04,9.03
2003,1120,Auburn,13.63,1448,Wake Forest,19.87,-6.24
2003,1139,Butler,16.09,1257,Louisville,22.75,-6.66
2003,1246,Kentucky,29.18,1428,Utah,14.04,15.14
2003,1268,Maryland,22,1462,Xavier,19.88,2.12
2003,1277,Michigan St,20.26,1196,Florida,22.14,-1.88
2003,1338,Pittsburgh,28.61,1231,Indiana,14.48,14.13
2003,1393,Syracuse,23.28,1329,Oklahoma St,17.67,5.61
2003,1400,Texas,23.49,1345,Purdue,17.42,6.07
2003,1112,Arizona,26.8,1323,Notre Dame,20.31,6.49
2003,1242,Kansas,28.62,1181,Duke,23.75,4.87
2003,1246,Kentucky,29.18,1458,Wisconsin,22.07,7.11
2003,1266,Marquette,21.3,1338,Pittsburgh,28.61,-7.31
2003,1277,Michigan St,20.26,1268,Maryland,22,-1.74
2003,1328,Oklahoma,23.01,1139,Butler,16.09,6.92
2003,1393,Syracuse,23.28,1120,Auburn,13.63,9.65
2003,1400,Texas,23.49,1163,Connecticut,19.54,3.95
2003,1242,Kansas,28.62,1112,Arizona,26.8,1.82
2003,1266,Marquette,21.3,1246,Kentucky,29.18,-7.88
2003,1393,Syracuse,23.28,1328,Oklahoma,23.01,0.27
2003,1400,Texas,23.49,1277,Michigan St,20.26,3.23
2003,1242,Kansas,28.62,1266,Marquette,21.3,7.32
2003,1393,Syracuse,23.28,1400,Texas,23.49,-0.21
2003,1393,Syracuse,23.28,1242,Kansas,28.62,-5.34
2004,1197,Florida A&M,-9.35,1250,Lehigh,-7.01,-2.34
2004,1104,Alabama,10,1356,S Illinois,16.5,-6.5
2004,1163,Connecticut,28.3,1436,Vermont,-1.37,29.67
2004,1177,DePaul,11.36,1173,Dayton,9.75,1.61
2004,1181,Duke,32.33,1106,Alabama St,-10.72,43.05
2004,1211,Gonzaga,25.34,1434,Valparaiso,0.53,24.81
2004,1264,Manhattan,13.38,1196,Florida,18.26,-4.88
2004,1268,Maryland,19.81,1431,UTEP,14.69,5.12
2004,1305,Nevada,20.27,1277,Michigan St,15.66,4.61
2004,1314,North Carolina,23.23,1102,Air Force,15.42,7.81
2004,1371,Seton Hall,17.35,1112,Arizona,16.18,1.17
2004,1386,St Joseph's PA,27.66,1251,Liberty,-2.5,30.16
2004,1390,Stanford,22.52,1427,UT San Antonio,0,22.52
2004,1393,Syracuse,16.34,1140,BYU,15.64,0.7
2004,1400,Texas,21.54,1343,Princeton,4.86,16.68
2004,1403,Texas Tech,17.11,1150,Charlotte,14.25,2.86
2004,1448,Wake Forest,21.69,1433,VA Commonwealth,9.09,12.6
2004,1130,Boston College,15.42,1428,Utah,14.13,1.29
2004,1153,Cincinnati,21.56,1190,ETSU,8.6,12.96
2004,1210,Georgia Tech,24.69,1320,Northern Iowa,8.78,15.91
2004,1228,Illinois,22.11,1293,Murray St,10.62,11.49
2004,1242,Kansas,20.89,1227,IL Chicago,10.39,10.5
2004,1246,Kentucky,23.35,1197,Florida A&M,-9.35,32.7
2004,1272,Memphis,16.17,1376,South Carolina,15.02,1.15
2004,1280,Mississippi St,21.74,1284,Monmouth NJ,-3.99,25.73
2004,1301,NC State,23.98,1418,ULL,0,23.98
2004,1329,Oklahoma St,27.37,1186,E Washington,0,27.37
2004,1334,Pacific,8.93,1344,Providence,18.32,-9.39
2004,1338,Pittsburgh,25.91,1416,UCF,5.91,20
2004,1412,UAB,13.63,1449,Washington,0,13.63
2004,1435,Vanderbilt,18.64,1444,W Michigan,16.29,2.35
2004,1458,Wisconsin,25.74,1350,Richmond,15.07,10.67
2004,1462,Xavier,20.16,1257,Louisville,20.44,-0.28
2004,1104,Alabama,10,1390,Stanford,22.52,-12.52
2004,1163,Connecticut,28.3,1177,DePaul,11.36,16.94
2004,1181,Duke,32.33,1371,Seton Hall,17.35,14.98
2004,1305,Nevada,20.27,1211,Gonzaga,25.34,-5.07
2004,1386,St Joseph's PA,27.66,1403,Texas Tech,17.11,10.55
2004,1393,Syracuse,16.34,1268,Maryland,19.81,-3.47
2004,1400,Texas,21.54,1314,North Carolina,23.23,-1.69
2004,1448,Wake Forest,21.69,1264,Manhattan,13.38,8.31
2004,1210,Georgia Tech,24.69,1130,Boston College,15.42,9.27
2004,1228,Illinois,22.11,1153,Cincinnati,21.56,0.55
2004,1242,Kansas,20.89,1334,Pacific,8.93,11.96
2004,1329,Oklahoma St,27.37,1272,Memphis,16.17,11.2
2004,1338,Pittsburgh,25.91,1458,Wisconsin,25.74,0.17
2004,1412,UAB,13.63,1246,Kentucky,23.35,-9.72
2004,1435,Vanderbilt,18.64,1301,NC State,23.98,-5.34
2004,1462,Xavier,20.16,1280,Mississippi St,21.74,-1.58
2004,1104,Alabama,10,1393,Syracuse,16.34,-6.34
2004,1163,Connecticut,28.3,1435,Vanderbilt,18.64,9.66
2004,1329,Oklahoma St,27.37,1338,Pittsburgh,25.91,1.46
2004,1386,St Joseph's PA,27.66,1448,Wake Forest,21.69,5.97
2004,1181,Duke,32.33,1228,Illinois,22.11,10.22
2004,1210,Georgia Tech,24.69,1305,Nevada,20.27,4.42
2004,1242,Kansas,20.89,1412,UAB,13.63,7.26
2004,1462,Xavier,20.16,1400,Texas,21.54,-1.38
2004,1163,Connecticut,28.3,1104,Alabama,10,18.3
2004,1329,Oklahoma St,27.37,1386,St Joseph's PA,27.66,-0.29
2004,1181,Duke,32.33,1462,Xavier,20.16,12.17
2004,1210,Georgia Tech,24.69,1242,Kansas,20.89,3.8
2004,1163,Connecticut,28.3,1181,Duke,32.33,-4.03
2004,1210,Georgia Tech,24.69,1329,Oklahoma St,27.37,-2.68
2004,1163,Connecticut,28.3,1210,Georgia Tech,24.69,3.61
2005,1324,Oakland,-1.2,1105,Alabama A&M,-12.49,11.29
2005,1112,Arizona,22.22,1429,Utah St,19.62,2.6
2005,1130,Boston College,18.3,1335,Penn,9.6,8.7
2005,1153,Cincinnati,20.43,1234,Iowa,17.17,3.26
2005,1211,Gonzaga,17.88,1457,Winthrop,4.97,12.91
2005,1228,Illinois,32.68,1192,F Dickinson,0,32.68
2005,1246,Kentucky,24.1,1184,E Kentucky,1.98,22.12
2005,1305,Nevada,12.11,1400,Texas,17.01,-4.9
2005,1328,Oklahoma,22.55,1310,Niagara,5.43,17.12
2005,1334,Pacific,14.08,1338,Pittsburgh,18.41,-4.33
2005,1403,Texas Tech,15.47,1417,UCLA,10.74,4.73
2005,1412,UAB,12.51,1261,LSU,13.8,-1.29
2005,1428,Utah,20.33,1431,UTEP,11.62,8.71
2005,1448,Wake Forest,24.86,1151,Chattanooga,0.03,24.83
2005,1449,Washington,22.18,1285,Montana,-2.73,24.91
2005,1452,West Virginia,15,1166,Creighton,14.33,0.67
2005,1454,WI Milwaukee,14.69,1104,Alabama,20.51,-5.82
2005,1137,Bucknell,6.69,1242,Kansas,23.08,-16.39
2005,1163,Connecticut,21.94,1416,UCF,0,21.94
2005,1181,Duke,27.41,1175,Delaware St,0,27.41
2005,1196,Florida,23.93,1325,Ohio,8.29,15.64
2005,1210,Georgia Tech,19.23,1203,G Washington,14.41,4.82
2005,1235,Iowa St,13.02,1278,Minnesota,14.06,-1.04
2005,1257,Louisville,25.78,1418,ULL,0,25.78
2005,1277,Michigan St,25.67,1330,Old Dominion,10.04,15.63
2005,1280,Mississippi St,15.25,1390,Stanford,10.63,4.62
2005,1301,NC State,18.93,1150,Charlotte,12.15,6.78
2005,1314,North Carolina,32.77,1324,Oakland,-1.2,33.97
2005,1329,Oklahoma St,25.02,1368,SE Louisiana,0,25.02
2005,1356,S Illinois,16.75,1388,St Mary's CA,9.41,7.34
2005,1436,Vermont,13.53,1393,Syracuse,20.98,-7.45
2005,1437,Villanova,25.02,1307,New Mexico,15.54,9.48
2005,1458,Wisconsin,20.81,1320,Northern Iowa,13.36,7.45
2005,1112,Arizona,22.22,1412,UAB,12.51,9.71
2005,1228,Illinois,32.68,1305,Nevada,12.11,20.57
2005,1246,Kentucky,24.1,1153,Cincinnati,20.43,3.67
2005,1403,Texas Tech,15.47,1211,Gonzaga,17.88,-2.41
2005,1428,Utah,20.33,1328,Oklahoma,22.55,-2.22
2005,1449,Washington,22.18,1334,Pacific,14.08,8.1
2005,1452,West Virginia,15,1448,Wake Forest,24.86,-9.86
2005,1454,WI Milwaukee,14.69,1130,Boston College,18.3,-3.61
2005,1181,Duke,27.41,1280,Mississippi St,15.25,12.16
2005,1257,Louisville,25.78,1210,Georgia Tech,19.23,6.55
2005,1277,Michigan St,25.67,1436,Vermont,13.53,12.14
2005,1301,NC State,18.93,1163,Connecticut,21.94,-3.01
2005,1314,North Carolina,32.77,1235,Iowa St,13.02,19.75
2005,1329,Oklahoma St,25.02,1356,S Illinois,16.75,8.27
2005,1437,Villanova,25.02,1196,Florida,23.93,1.09
2005,1458,Wisconsin,20.81,1137,Bucknell,6.69,14.12
2005,1112,Arizona,22.22,1329,Oklahoma St,25.02,-2.8
2005,1228,Illinois,32.68,1454,WI Milwaukee,14.69,17.99
2005,1257,Louisville,25.78,1449,Washington,22.18,3.6
2005,1452,West Virginia,15,1403,Texas Tech,15.47,-0.47
2005,1246,Kentucky,24.1,1428,Utah,20.33,3.77
2005,1277,Michigan St,25.67,1181,Duke,27.41,-1.74
2005,1314,North Carolina,32.77,1437,Villanova,25.02,7.75
2005,1458,Wisconsin,20.81,1301,NC State,18.93,1.88
2005,1228,Illinois,32.68,1112,Arizona,22.22,10.46
2005,1257,Louisville,25.78,1452,West Virginia,15,10.78
2005,1277,Michigan St,25.67,1246,Kentucky,24.1,1.57
2005,1314,North Carolina,32.77,1458,Wisconsin,20.81,11.96
2005,1228,Illinois,32.68,1257,Louisville,25.78,6.9
2005,1314,North Carolina,32.77,1277,Michigan St,25.67,7.1
2005,1314,North Carolina,32.77,1228,Illinois,32.68,0.09
2006,1284,Monmouth NJ,-0.68,1214,Hampton,-10.4,9.72
2006,1104,Alabama,10,1266,Marquette,15.36,-5.36
2006,1130,Boston College,18.65,1334,Pacific,10.87,7.78
2006,1181,Duke,27.54,1380,Southern Univ,0,27.54
2006,1196,Florida,28.28,1375,South Alabama,9.28,19
2006,1203,G Washington,14.67,1423,UNC Wilmington,14.77,-0.1
2006,1211,Gonzaga,15.64,1462,Xavier,12.73,2.91
2006,1228,Illinois,23.2,1102,Air Force,14.87,8.33
2006,1231,Indiana,15.53,1361,San Diego St,12.78,2.75
2006,1261,LSU,22,1233,Iona,11.33,10.67
2006,1285,Montana,8.95,1305,Nevada,15.22,-6.27
2006,1397,Tennessee,19.44,1457,Winthrop,10.27,9.17
2006,1401,Texas A&M,15.9,1393,Syracuse,13.15,2.75
2006,1417,UCLA,23.4,1125,Belmont,-0.73,24.13
2006,1449,Washington,20.09,1429,Utah St,10.86,9.23
2006,1454,WI Milwaukee,11.86,1328,Oklahoma,13.99,-2.13
2006,1455,Wichita St,16.06,1371,Seton Hall,9.06,7
2006,1112,Arizona,17.23,1458,Wisconsin,14.94,2.29
2006,1133,Bradley,16.5,1242,Kansas,23.22,-6.72
2006,1137,Bucknell,12.56,1116,Arkansas,18.47,-5.91
2006,1163,Connecticut,25.44,1107,Albany NY,2.63,22.81
2006,1206,George Mason,18.16,1277,Michigan St,16.02,2.14
2006,1207,Georgetown,21.29,1320,Northern Iowa,15.84,5.45
2006,1246,Kentucky,17.13,1412,UAB,12.65,4.48
2006,1272,Memphis,23.54,1331,Oral Roberts,5.7,17.84
2006,1301,NC State,15.92,1143,California,13.68,2.24
2006,1314,North Carolina,22.16,1293,Murray St,8.56,13.6
2006,1322,Northwestern LA,7.51,1234,Iowa,18.22,-10.71
2006,1326,Ohio St,20.68,1172,Davidson,4.86,15.82
2006,1338,Pittsburgh,21.72,1245,Kent,10.54,11.18
2006,1400,Texas,25.79,1335,Penn,7.3,18.49
2006,1437,Villanova,24.59,1284,Monmouth NJ,-0.68,25.27
2006,1452,West Virginia,19.49,1356,S Illinois,15.97,3.52
2006,1130,Boston College,18.65,1285,Montana,8.95,9.7
2006,1181,Duke,27.54,1203,G Washington,14.67,12.87
2006,1196,Florida,28.28,1454,WI Milwaukee,11.86,16.42
2006,1211,Gonzaga,15.64,1231,Indiana,15.53,0.11
2006,1261,LSU,22,1401,Texas A&M,15.9,6.1
2006,1417,UCLA,23.4,1104,Alabama,10,13.4
2006,1449,Washington,20.09,1228,Illinois,23.2,-3.11
2006,1455,Wichita St,16.06,1397,Tennessee,19.44,-3.38
2006,1133,Bradley,16.5,1338,Pittsburgh,21.72,-5.22
2006,1163,Connecticut,25.44,1246,Kentucky,17.13,8.31
2006,1206,George Mason,18.16,1314,North Carolina,22.16,-4
2006,1207,Georgetown,21.29,1326,Ohio St,20.68,0.61
2006,1272,Memphis,23.54,1137,Bucknell,12.56,10.98
2006,1400,Texas,25.79,1301,NC State,15.92,9.87
2006,1437,Villanova,24.59,1112,Arizona,17.23,7.36
2006,1452,West Virginia,19.49,1322,Northwestern LA,0,19.49
2006,1261,LSU,22,1181,Duke,27.54,-5.54
2006,1272,Memphis,23.54,1133,Bradley,16.5,7.04
2006,1400,Texas,25.79,1452,West Virginia,19.49,6.3
2006,1417,UCLA,23.4,1211,Gonzaga,15.64,7.76
2006,1163,Connecticut,25.44,1449,Washington,20.09,5.35
2006,1196,Florida,28.28,1207,Georgetown,21.29,6.99
2006,1206,George Mason,18.16,1455,Wichita St,16.06,2.1
2006,1437,Villanova,24.59,1130,Boston College,18.65,5.94
2006,1261,LSU,22,1400,Texas,25.79,-3.79
2006,1417,UCLA,23.4,1272,Memphis,23.54,-0.14
2006,1196,Florida,28.28,1437,Villanova,24.59,3.69
2006,1206,George Mason,18.16,1163,Connecticut,25.44,-7.28
2006,1196,Florida,28.28,1206,George Mason,18.16,10.12
2006,1417,UCLA,23.4,1261,LSU,22,1.4
2006,1196,Florida,28.28,1417,UCLA,23.4,4.88
2007,1310,Niagara,-2.76,1197,Florida A&M,-9.57,6.81
2007,1130,Boston College,16.18,1403,Texas Tech,10.98,5.2
2007,1139,Butler,21.45,1330,Old Dominion,12.7,8.75
2007,1207,Georgetown,28.48,1125,Belmont,4.38,24.1
2007,1231,Indiana,21.58,1211,Gonzaga,15.31,6.27
2007,1257,Louisville,20.35,1390,Stanford,12.37,7.98
2007,1268,Maryland,22.42,1172,Davidson,13.32,9.1
2007,1277,Michigan St,20.97,1266,Marquette,17.18,3.79
2007,1314,North Carolina,31.37,1184,E Kentucky,-2.58,33.95
2007,1326,Ohio St,29.33,1148,Central Conn,-2.24,31.57
2007,1338,Pittsburgh,22.9,1460,Wright St,6.66,16.24
2007,1401,Texas A&M,26.97,1335,Penn,7.69,19.28
2007,1417,UCLA,27.15,1451,Weber St,-2.71,29.86
2007,1433,VA Commonwealth,14.55,1181,Duke,23.3,-8.75
2007,1435,Vanderbilt,16.23,1203,G Washington,7.28,8.95
2007,1450,Washington St,18.87,1331,Oral Roberts,8.36,10.51
2007,1462,Xavier,18.13,1140,BYU,16.11,2.02
2007,1196,Florida,30.81,1238,Jackson St,-9.48,40.29
2007,1242,Kansas,27.81,1310,Niagara,-2.76,30.57
2007,1246,Kentucky,21.73,1437,Villanova,20.11,1.62
2007,1272,Memphis,24.81,1317,North Texas,-0.98,25.79
2007,1305,Nevada,16.09,1166,Creighton,18.53,-2.44
2007,1332,Oregon,20.76,1275,Miami OH,8.38,12.38
2007,1345,Purdue,18.31,1112,Arizona,19.43,-1.12
2007,1356,S Illinois,21.03,1221,Holy Cross,7.4,13.63
2007,1397,Tennessee,18.29,1253,Long Beach St,5.44,12.85
2007,1400,Texas,19.24,1308,New Mexico St,7.27,11.97
2007,1424,UNLV,16.83,1210,Georgia Tech,19.61,-2.78
2007,1425,USC,16.86,1116,Arkansas,16.62,0.24
2007,1438,Virginia,15.43,1107,Albany NY,2.25,13.18
2007,1439,Virginia Tech,17.38,1228,Illinois,17.5,-0.12
2007,1457,Winthrop,14.81,1323,Notre Dame,20.02,-5.21
2007,1458,Wisconsin,25.45,1394,TAM C. Christi,0,25.45
2007,1139,Butler,21.45,1268,Maryland,22.42,-0.97
2007,1207,Georgetown,28.48,1130,Boston College,16.18,12.3
2007,1314,North Carolina,31.37,1277,Michigan St,20.97,10.4
2007,1326,Ohio St,29.33,1462,Xavier,18.13,11.2
2007,1338,Pittsburgh,22.9,1433,VA Commonwealth,14.55,8.35
2007,1401,Texas A&M,26.97,1257,Louisville,20.35,6.62
2007,1417,UCLA,27.15,1231,Indiana,21.58,5.57
2007,1435,Vanderbilt,16.23,1450,Washington St,18.87,-2.64
2007,1196,Florida,30.81,1345,Purdue,18.31,12.5
2007,1242,Kansas,27.81,1246,Kentucky,21.73,6.08
2007,1272,Memphis,24.81,1305,Nevada,16.09,8.72
2007,1332,Oregon,20.76,1457,Winthrop,14.81,5.95
2007,1356,S Illinois,21.03,1439,Virginia Tech,17.38,3.65
2007,1397,Tennessee,18.29,1438,Virginia,15.43,2.86
2007,1424,UNLV,16.83,1458,Wisconsin,25.45,-8.62
2007,1425,USC,16.86,1400,Texas,19.24,-2.38
2007,1242,Kansas,27.81,1356,S Illinois,21.03,6.78
2007,1272,Memphis,24.81,1401,Texas A&M,26.97,-2.16
